24	688	735	376	310	446	26	670	340	641	730	207	246	417	827	456	120	120	343	471	54	892	85	700	961	487	796	609	559	766
165	306	158	790	489	327	447	298	851	367	672	203	970	582	672	477	332	582	773	567	460	549	179	144	295	362	111	402	629	506
745	494	746	2	837	887	916	483	623	92	785	254	269	581	830	598	568	773	943	627	798	83	168	389	199	361	900	653	177	73
179	51	759	393	902	200	789	808	156	808	762	601	164	368	107	3	994	59	522	532	449	850	611	101	135	688	260	867	516	563
650	535	53	891	408	342	898	303	750	437	466	195	690	311	84	263	279	597	884	855	701	149	33	914	161	729	278	814	780	740
976	895	381	100	110	758	415	469	23	196	407	965	671	138	231	194	309	170	876	52	219	732	13	838	787	308	764	887	639	587
862	520	351	816	826	982	364	518	264	708	676	136	30	549	89	488	762	735	498	92	386	626	842	66	653	962	868	798	56	168
530	668	427	888	390	279	259	518	166	453	721	344	54	728	1	717	748	478	604	717	227	671	206	407	228	177	716	861	211	678
693	769	402	710	228	159	949	934	456	181	460	318	601	830	626	847	925	288	853	749	598	414	186	770	119	102	641	405	765	503
876	393	568	784	486	870	771	705	502	7	686	780	73	448	208	866	650	669	435	110	918	493	688	614	770	933	144	53	162	858
435	827	996	750	162	817	343	948	407	287	48	936	429	825	473	152	439	767	69	408	386	909	907	369	876	736	981	541	219	786
919	241	284	41	871	278	388	132	721	108	387	907	337	537	300	607	838	683	477	115	427	741	950	845	421	167	895	228	413	727
922	430	20	124	292	592	303	497	318	875	832	462	365	517	224	723	501	539	944	963	413	765	308	704	773	360	509	666	626	229
27	106	558	164	905	703	403	663	855	265	951	31	542	416	660	286	853	265	194	526	33	4	825	966	605	437	529	294	649	594
251	949	543	903	555	97	981	922	566	459	12	292	766	68	497	231	573	229	683	196	636	250	675	83	864	284	186	531	295	151
875	707	163	454	392	316	578	625	132	660	151	648	504	391	50	382	955	151	580	838	553	546	62	107	98	228	917	461	418	541
460	299	689	345	140	225	978	205	721	697	910	915	309	409	147	731	46	788	394	463	466	977	36	970	739	887	69	284	406	199
665	640	412	487	658	359	381	20	7	683	265	259	338	300	670	53	831	815	972	570	404	244	292	490	619	94	581	129	866	539
646	871	690	587	554	146	31	282	841	123	484	221	235	785	267	946	579	165	559	181	818	140	970	136	482	875	919	714	839	171
929	544	144	360	969	368	83	760	194	998	204	56	342	155	196	620	497	181	206	32	600	480	225	630	949	510	201	379	252	752
813	496	733	312	711	330	613	668	272	837	25	702	987	440	836	746	404	115	997	236	766	61	548	280	776	181	280	477	562	569
142	941	256	915	342	520	20	781	947	44	405	30	811	749	666	180	689	783	236	767	698	344	729	228	777	408	210	115	219	279
853	390	697	146	909	306	120	396	915	741	988	561	714	371	875	397	625	425	435	214	943	494	299	552	522	858	72	294	674	299
868	541	103	909	124	225	274	347	715	971	18	336	399	120	641	693	488	11	79	739	249	651	272	462	89	295	752	484	287	166
439	266	562	761	395	813	635	984	901	673	369	801	228	326	192	645	892	951	30	69	513	649	903	844	468	345	528	997	52	759
906	131	32	751	272	277	981	180	732	118	164	152	378	971	601	735	808	287	491	690	915	798	282	926	643	251	443	534	911	188
87	73	344	844	818	571	147	752	261	40	552	766	303	830	987	328	794	909	225	593	633	697	115	472	869	788	838	169	937	740
920	370	719	596	889	175	960	836	375	30	241	510	387	185	356	511	899	988	338	476	477	992	61	67	946	395	515	116	438	271
688	733	834	758	423	296	358	86	651	197	11	39	159	946	765	91	426	20	687	62	243	617	921	924	340	690	904	219	783	888
580	23	798	434	869	657	719	192	583	881	899	120	383	224	298	460	324	376	522	116	600	917	356	214	36	589	654	646	937	574
652	955	461	388	844	405	419	960	908	223	325	250	426	447	822	71	509	664	276	483	685	181	113	362	980	673	454	286	33	920
821	728	17	360	392	258	103	852	503	578	753	463	23	119	374	59	145	568	945	888	345	575	81	369	627	735	200	94	456	114
322	363	895	189	789	707	299	749	751	326	458	318	397	271	793	282	424	935	42	465	976	94	129	941	514	598	595	789	17	612
591	823	69	818	849	458	601	225	695	510	909	722	371	158	497	23	806	272	160	391	665	188	111	463	103	445	961	970	834	495
372	577	380	94	998	150	605	626	164	642	247	499	257	422	24	821	23	703	890	508	652	592	677	485	11	321	387	648	924	465
300	128	127	949	97	154	823	957	870	558	75	825	977	94	785	959	109	895	153	215	45	655	808	542	987	841	617	497	642	246
579	90	286	451	27	61	484	355	330	31	849	256	246	578	405	166	998	669	539	636	553	816	425	399	589	715	903	596	573	146
13	859	976	839	994	947	586	383	994	246	15	985	801	740	875	854	33	712	509	778	528	441	141	498	499	374	504	215	646	174
508	707	154	250	650	851	653	160	154	293	511	839	881	636	205	586	595	129	743	997	157	509	632	870	221	625	64	897	357	287
649	849	600	21	289	798	482	768	386	339	443	345	496	162	757	952	441	5	639	15	119	85	554	237	263	249	928	309	154	94
765	904	992	716	665	253	595	307	517	334	191	358	917	309	626	512	534	71	728	885	49	112	112	519	416	295	257	384	685	612
15	164	808	198	449	305	754	465	761	451	547	71	623	947	399	532	754	873	67	964	679	238	609	759	632	735	707	893	640	165
283	69	711	36	283	709	3	972	702	815	674	506	932	810	68	640	816	942	817	842	449	765	165	975	203	365	469	598	300	603
293	433	899	12	472	693	525	638	990	709	399	179	530	147	169	533	988	860	639	360	645	893	157	163	540	839	677	123	637	607
600	461	690	854	150	877	919	790	374	757	406	260	544	929	524	201	479	573	294	614	723	967	950	306	487	401	173	75	104	391
294	538	584	306	261	185	161	814	131	74	558	129	36	590	807	763	417	827	460	472	575	640	914	809	649	560	158	858	510	596
641	262	113	164	559	141	90	446	345	499	150	451	683	110	515	427	587	464	962	796	341	488	540	552	619	141	790	836	996	574
517	391	799	749	891	607	153	416	691	386	956	798	360	179	749	549	129	850	720	112	301	259	763	262	727	824	824	421	85	499
801	785	126	142	988	506	297	475	463	292	297	331	667	391	751	682	213	605	353	210	782	591	766	453	279	691	646	26	940	374
1	44	109	316	951	807	860	968	770	941	471	34	576	371	563	431	672	630	724	644	157	912	509	974	160	922	918	888	120	693
401	843	100	644	395	644	668	74	182	345	469	573	748	557	184	206	987	311	461	963	221	612	945	928	655	114	300	141	546	956
294	469	174	620	854	7	161	576	914	549	240	874	752	692	739	463	840	603	857	819	993	338	949	360	343	904	62	188	703	172
976	318	505	988	314	462	538	354	586	517	911	973	787	309	571	46	245	722	404	764	826	352	428	889	875	250	382	137	556	53
556	456	768	628	125	746	297	661	303	5	434	381	249	596	421	918	868	732	639	358	36	411	308	385	283	361	561	840	153	989
806	26	648	978	651	823	352	298	339	595	345	956	146	89	63	489	38	919	672	45	720	471	635	218	221	778	278	238	585	82
370	82	490	359	855	742	805	136	601	186	195	405	32	351	925	298	116	217	186	336	623	98	146	881	479	454	532	415	746	750
211	275	753	171	823	936	123	81	341	377	981	756	247	193	228	885	446	471	990	448	770	425	983	245	292	550	508	356	132	585
381	81	282	144	937	378	191	42	480	854	510	117	531	888	637	583	836	30	463	367	430	496	859	807	975	494	630	600	581	882
253	421	16	869	443	461	316	628	71	246	954	926	988	91	513	137	226	450	543	830	62	519	569	388	420	618	776	596	328	56
467	877	724	582	416	698	520	808	40	716	63	10	207	108	10	983	230	234	135	733	102	939	967	922	174	473	865	841	117	889
845	352	42	366	180	733	699	791	418	95	935	43	779	886	662	192	951	428	941	956	792	363	595	959	867	123	813	46	538	751
951	234	252	312	904	941	229	266	3	679	148	492	117	141	976	113	619	878	71	329	247	946	963	980	670	793	10	692	146	52
960	797	971	365	116	283	19	872	936	32	812	705	187	465	666	865	242	743	148	75	216	429	391	55	901	831	940	458	630	284
645	256	700	281	884	497	846	86	872	890	631	669	830	169	172	537	274	300	84	641	328	220	667	696	647	360	466	11	911	981
212	401	128	332	768	837	280	94	484	767	724	763	364	781	617	785	670	57	670	327	183	898	600	56	66	34	596	233	322	887
263	226	350	757	852	734	549	969	423	83	793	209	998	507	975	136	855	790	510	337	460	808	82	88	575	347	338	384	64	723
882	212	698	840	395	828	247	435	25	630	59	132	486	653	214	438	618	388	426	798	138	425	357	213	857	112	997	512	613	163
743	883	701	570	268	587	631	788	434	341	429	889	430	130	260	958	134	921	72	375	860	649	200	106	512	193	819	103	191	508
993	9	45	250	787	237	942	33	223	429	759	808	950	546	926	94	476	823	295	344	225	611	77	31	243	952	760	692	559	688
130	398	600	347	856	463	90	200	72	787	340	413	893	302	907	338	643	304	897	361	971	878	66	456	470	997	340	512	599	461
935	555	400	626	415	142	20	464	915	806	879	932	515	437	600	120	703	940	452	57	523	476	222	521	734	270	177	405	658	818
468	584	122	651	137	257	87	286	710	513	529	900	254	857	544	944	855	94	139	605	539	12	679	615	584	474	414	941	930	516
929	912	612	809	115	961	393	265	834	504	735	156	96	700	252	417	756	547	874	786	310	524	44	535	607	357	678	477	409	858
974	921	613	890	332	357	861	473	385	150	24	662	305	682	877	722	226	751	961	607	538	556	361	285	597	743	697	645	859	29
311	633	687	398	678	53	101	200	597	828	770	119	327	504	346	450	972	747	243	291	300	105	288	76	943	53	303	248	502	170
906	700	425	240	45	929	411	289	534	996	519	496	331	14	573	458	141	954	973	21	692	434	396	652	963	189	693	369	373	918
967	136	665	224	709	322	155	380	214	65	171	658	747	223	774	745	639	763	556	870	806	997	511	887	967	864	914	851	855	337
471	145	545	540	37	274	16	55	545	939	337	238	344	460	649	187	774	465	569	493	273	168	333	701	185	319	567	201	770	137
687	87	35	606	974	614	401	954	889	876	761	230	12	949	81	107	168	648	129	568	874	271	714	134	808	7	692	442	166	114
771	226	339	987	2	840	321	980	431	180	479	469	771	18	131	701	685	190	401	566	224	28	507	766	240	20	431	637	216	686
157	341	436	882	573	239	995	790	595	713	994	801	781	752	881	360	505	20	195	868	97	922	977	878	64	683	255	679	521	242
980	48	704	877	165	267	548	556	760	784	51	388	358	937	158	416	874	218	793	926	11	396	590	836	555	849	499	231	848	939
54	410	601	613	184	82	316	206	251	383	530	374	578	174	287	203	545	308	485	705	317	589	963	388	191	500	595	306	351	40
987	990	981	904	831	460	300	791	162	794	865	774	852	260	888	970	421	257	133	736	853	657	10	18	902	874	995	478	798	8
20	856	855	944	757	335	403	645	169	988	804	362	122	766	233	251	455	216	843	611	547	152	521	883	672	5	658	913	767	870
664	849	686	896	149	165	306	550	145	985	235	436	336	159	363	132	106	132	605	991	244	503	484	931	225	587	923	139	382	417
220	895	32	272	771	77	815	849	872	615	199	177	621	404	366	118	75	841	747	686	431	626	853	271	787	589	859	24	70	292
795	784	329	969	686	89	938	948	891	342	572	821	467	291	29	799	598	14	475	305	798	303	83	420	762	242	213	294	246	944
663	52	325	32	371	202	863	274	398	182	32	445	690	10	991	647	798	746	844	224	731	411	391	780	404	699	65	454	752	554
195	139	396	647	902	310	148	847	768	292	54	452	332	968	930	628	519	844	29	732	41	733	777	333	967	405	664	759	548	749
669	994	699	772	505	107	777	2	483	602	825	897	945	429	864	510	7	448	248	969	599	247	747	124	451	993	956	688	531	119
475	396	360	989	342	316	249	556	288	503	184	169	802	237	811	230	913	999	526	689	688	583	233	382	966	266	609	236	49	233
302	252	219	480	668	40	659	453	878	148	918	962	274	858	713	482	10	513	405	689	172	121	774	691	919	15	499	460	85	864
58	33	350	626	373	388	715	254	815	651	839	3	4	782	197	390	319	914	38	935	412	90	335	57	164	250	257	957	112	722
348	711	535	611	778	743	195	619	359	968	313	472	58	434	704	424	316	389	282	357	75	929	702	170	974	780	565	71	801	148
563	971	789	348	731	687	45	599	243	30	963	189	274	635	819	82	752	308	19	201	278	849	537	68	206	331	751	183	788	290
27	324	383	893	116	630	53	794	399	476	81	785	890	597	841	827	232	236	910	580	536	192	941	753	296	352	952	946	289	631
609	646	369	181	829	881	169	703	46	221	897	628	195	874	709	615	107	336	698	132	520	287	528	869	239	870	536	214	605	181
733	550	214	966	990	64	581	467	73	7	172	426	916	139	595	509	103	176	98	694	417	757	774	716	395	544	913	663	21	843
921	36	92	402	930	883	331	838	904	340	8	350	923	757	496	682	94	360	11	203	816	653	525	406	807	966	428	156	64	985
603	382	772	93	745	599	447	806	677	573	832	480	247	336	564	40	735	37	412	807	822	192	716	589	140	548	785	938	338	222
286	743	171	64	226	91	73	147	472	973	484	216	775	416	750	104	452	200	589	477	151	884	577	52	36	362	172	856	78	61
645	451	525	638	930	104	769	281	394	614	191	670	803	980	167	59	883	762	255	582	755	336	925	27	548	492	105	977	540	170
678	508	350	869	53	88	148	861	462	814	350	553	259	121	953	842	411	574	232	697	461	529	824	876	154	321	425	262	649	715
262	452	568	718	4	851	823	778	380	256	893	590	417	998	356	734	829	643	640	381	485	6	177	842	797	106	364	524	298	679
710	830	896	82	984	471	959	116	220	12	816	151	416	336	590	260	576	420	38	777	475	950	151	575	650	216	795	883	858	91
354	9	249	694	289	544	144	254	872	464	20	178	810	194	282	942	251	599	370	320	590	253	29	955	924	222	70	443	646	584
266	479	138	166	89	234	989	118	523	95	21	871	775	769	173	960	879	209	886	807	100	747	965	958	36	2	627	816	262	246
820	983	555	162	197	819	457	156	252	404	623	82	722	57	595	48	210	79	704	510	472	337	450	395	414	443	815	227	178	674
84	583	568	478	291	701	811	909	273	291	71	263	181	851	154	841	76	964	714	755	318	910	659	179	706	799	589	363	7	859
349	41	288	586	288	357	667	370	641	323	146	219	681	294	587	389	858	778	417	396	333	940	810	807	818	504	973	765	712	681
647	209	670	958	804	758	395	93	593	972	612	56	226	588	810	368	308	480	573	835	286	932	342	193	395	721	680	270	319	628
416	474	639	474	986	811	405	808	512	12	926	73	692	51	870	275	801	346	935	68	73	902	768	680	19	11	829	377	28	554
617	833	79	170	395	97	582	759	635	578	144	875	614	404	251	471	40	803	175	57	924	958	681	872	24	506	611	453	277	488
284	824	437	23	975	446	698	838	737	977	953	313	322	711	673	568	463	540	560	24	154	495	462	855	49	179	637	422	432	370
949	637	447	568	975	780	999	209	104	345	240	655	611	112	554	460	968	679	655	542	703	475	975	606	393	467	362	291	191	270
875	258	917	427	902	768	522	641	155	833	269	483	567	992	413	428	296	660	594	970	791	413	12	742	286	286	265	662	245	808
373	883	326	448	954	224	946	614	481	68	191	246	146	677	15	865	104	440	79	482	376	65	887	910	418	544	934	822	225	899
569	664	202	667	419	754	605	757	469	862	355	760	766	535	270	577	20	950	311	549	993	119	490	777	27	136	55	3	866	436
186	242	227	688	826	289	146	951	581	604	558	261	162	658	942	902	781	597	998	339	232	152	25	729	961	81	773	539	386	974
970	840	508	176	331	3	206	535	499	774	83	493	831	116	863	328	351	945	547	745	24	12	989	383	892	48	182	378	72	348
730	788	561	908	616	328	553	596	779	255	425	629	690	234	87	987	932	417	682	886	121	410	782	887	796	326	916	37	10	109
181	273	137	709	611	683	257	687	511	790	769	181	737	337	881	725	950	298	492	667	437	852	942	31	807	124	774	715	103	383
388	545	790	282	837	370	500	307	805	569	68	445	937	922	198	611	528	459	898	971	45	520	586	675	655	816	305	464	462	161
349	872	374	568	921	472	718	825	279	719	531	537	775	446	505	25	749	613	796	873	811	915	435	464	932	250	637	689	69	795
369	506	706	389	627	393	125	722	547	45	966	534	655	797	661	164	526	736	248	732	13	191	646	179	629	976	613	250	566	922
533	827	266	352	722	410	468	433	403	551	371	11	723	728	968	962	38	175	842	947	911	79	951	696	290	975	489	306	691	687
129	421	163	718	639	134	347	138	940	264	634	368	813	278	709	872	168	556	857	648	259	428	378	733	307	403	546	530	744	587
444	976	918	957	371	725	545	692	958	573	179	27	126	600	529	869	12	11	884	269	547	16	238	131	535	962	253	313	162	421
203	786	504	824	429	46	44	498	813	775	658	678	527	815	69	632	50	489	662	351	78	290	388	822	355	278	266	81	893	12
839	134	826	265	223	547	497	576	12	198	839	16	870	378	115	352	139	588	948	239	563	35	828	607	39	541	354	12	801	935
510	14	348	259	43	290	675	585	775	528	904	808	604	638	440	90	692	236	790	884	212	20	833	855	185	288	599	35	601	409
492	994	769	567	581	622	671	433	120	913	642	501	349	733	184	38	20	45	115	643	415	343	612	114	590	981	130	720	439	510
336	93	155	842	851	777	767	331	443	986	112	361	430	489	478	99	589	414	55	717	866	219	255	857	713	292	336	14	237	91
914	873	209	495	80	5	412	764	676	111	864	786	553	144	89	738	111	323	647	773	946	544	986	990	304	929	361	163	156	219
410	78	377	181	212	147	184	263	324	157	179	126	735	241	985	746	121	19	175	171	221	766	415	430	334	986	116	18	792	467
843	362	657	828	351	581	983	610	644	48	169	738	306	262	352	399	208	706	634	129	512	545	645	517	788	738	932	952	125	502
567	354	320	314	232	848	502	392	921	16	277	220	952	959	540	687	628	921	109	925	579	747	151	950	113	77	451	604	360	356
27	136	475	308	699	642	720	366	537	795	502	810	884	592	943	623	553	941	663	568	143	551	393	933	306	454	898	306	673	411
902	671	991	616	799	212	940	884	672	773	700	961	635	427	89	911	956	499	897	774	774	76	953	944	111	400	807	720	325	42
323	936	63	539	101	890	965	569	405	372	938	823	854	260	455	357	608	523	83	996	718	48	213	296	135	538	119	196	43	471
926	805	103	604	387	810	661	832	144	604	487	257	949	421	632	165	74	414	915	550	499	437	392	796	9	387	206	148	544	134
652	17	807	476	62	702	662	349	383	609	550	498	570	906	566	7	843	833	325	183	967	751	815	323	546	707	889	446	609	821
11	975	402	952	882	882	308	926	704	639	423	616	789	229	284	101	455	537	573	893	346	588	510	619	813	642	405	966	59	858
888	867	495	612	62	822	762	525	609	950	289	959	64	781	470	905	546	732	104	577	412	824	50	809	78	978	351	775	507	162
384	991	551	759	629	939	128	586	487	492	945	575	578	234	859	841	379	666	455	775	695	231	356	834	94	197	233	664	888	238
303	263	660	386	271	130	476	880	905	829	697	175	944	784	942	920	304	199	816	149	585	609	559	547	487	509	999	431	620	223
970	462	455	65	368	859	708	688	427	154	318	841	178	563	391	877	581	54	754	802	480	898	236	712	607	740	738	201	179	849
462	37	74	684	10	761	862	674	332	271	661	333	235	237	14	955	951	89	424	335	368	435	763	170	973	34	885	459	789	340
279	406	270	445	237	250	42	352	700	567	831	561	726	772	44	466	770	1	650	17	774	72	346	921	873	643	820	17	378	581
583	867	422	524	916	456	541	710	270	689	251	643	489	648	738	35	137	69	13	492	264	41	313	148	896	363	351	905	149	938
133	60	406	11	270	865	629	442	793	291	761	720	406	439	251	476	511	161	915	739	199	858	861	980	316	154	589	388	439	525
182	422	652	160	908	991	903	885	341	625	158	312	710	804	283	647	836	881	722	622	695	441	532	985	876	525	283	339	336	828
501	188	927	16	789	98	774	638	565	967	812	928	859	191	778	540	273	671	477	493	476	184	250	391	336	183	411	961	716	37
465	827	984	660	676	534	466	688	996	918	863	499	650	999	38	898	865	278	140	639	383	293	398	589	774	361	108	978	804	238
637	584	359	55	735	725	757	741	936	839	625	541	445	533	726	72	384	784	227	991	469	838	656	365	55	714	311	716	442	200
614	453	469	812	665	803	495	37	977	253	45	737	409	847	376	868	708	117	982	858	622	958	297	310	535	112	182	11	47	356
935	732	937	27	999	871	960	10	764	966	45	716	250	270	449	623	994	226	112	296	44	353	334	617	479	999	644	419	411	528
842	315	955	26	298	862	449	720	111	614	253	767	571	433	426	229	756	697	960	724	784	528	435	16	621	736	515	140	204	967
204	61	108	625	896	556	125	493	10	685	624	458	843	2	877	321	174	287	427	802	992	565	542	825	723	175	49	706	895	482
904	557	434	532	511	906	140	57	629	958	659	754	115	67	136	252	994	389	737	501	513	226	97	901	148	12	384	612	602	173
561	113	261	451	994	541	893	995	134	419	970	31	878	598	356	910	987	807	716	89	350	58	119	704	373	775	372	151	983	333
469	931	44	225	457	938	366	62	557	75	870	491	867	352	229	659	331	789	546	221	384	315	259	527	695	671	318	444	271	675
644	191	499	211	858	328	729	594	692	242	368	624	676	147	693	86	83	695	514	300	769	704	711	216	532	169	737	826	858	225
968	364	373	300	4	771	33	152	942	30	922	414	742	645	35	819	824	462	245	232	701	192	325	358	142	339	13	864	560	77
157	225	160	940	659	467	708	433	635	421	421	320	53	428	562	585	358	58	360	244	933	25	950	597	587	902	944	152	289	869
167	916	139	467	605	551	183	504	116	865	311	409	21	651	784	194	79	13	248	325	861	483	414	92	226	70	408	239	538	811
702	495	309	422	425	664	298	96	102	633	209	329	204	196	104	809	85	414	706	157	775	460	734	642	1000	687	169	425	765	390
684	971	547	115	144	725	99	159	753	596	153	357	893	564	144	887	823	865	40	798	648	120	633	450	138	592	399	148	176	879
423	471	575	656	485	759	271	154	214	3	19	132	36	313	351	442	490	197	559	502	71	948	601	527	368	844	281	460	561	606
187	128	241	356	917	669	560	101	294	653	520	961	256	576	884	697	818	290	554	306	326	194	502	931	898	120	374	463	374	890
587	165	459	486	764	693	293	922	204	914	745	598	380	369	693	49	67	83	214	518	22	842	128	909	963	712	978	803	277	725
738	332	950	627	820	556	709	660	487	633	499	956	650	580	392	515	423	743	594	513	739	485	558	620	650	122	668	23	259	2
694	122	476	263	999	485	926	131	441	882	60	552	979	540	763	873	101	692	328	808	273	31	587	831	450	369	166	69	917	68
576	37	691	178	814	758	671	319	659	528	721	282	947	337	178	880	887	923	456	176	288	787	600	377	785	774	636	233	207	490
814	884	245	103	376	150	253	141	103	558	35	589	593	574	672	323	850	234	147	766	837	396	934	442	716	816	793	349	991	445
232	500	216	81	607	220	10	679	805	520	501	505	917	832	776	661	433	869	770	400	300	380	309	451	650	473	597	180	32	173
612	834	89	489	357	169	124	473	6	627	138	655	771	531	73	318	212	310	909	165	17	115	67	159	659	336	376	669	400	606
817	573	105	650	818	361	752	532	340	214	154	647	80	744	636	348	270	851	442	354	146	994	843	740	457	593	628	952	119	920
129	365	121	837	621	345	50	194	727	723	965	309	840	465	968	519	712	932	115	23	907	809	104	75	572	751	847	274	609	977
369	406	679	43	470	757	996	471	84	96	549	311	498	715	730	394	310	942	530	792	986	416	926	100	584	87	933	533	187	105
737	127	114	652	589	314	527	742	908	418	731	142	898	72	432	21	455	33	605	155	150	356	178	261	707	526	706	497	248	709
553	230	471	475	212	452	1	246	235	436	185	161	822	860	962	340	659	296	286	740	748	405	256	356	735	638	491	342	98	102
206	824	12	986	434	111	227	304	385	382	164	289	929	661	551	626	251	351	166	949	344	332	1	607	706	87	732	225	358	250
969	129	19	693	926	874	583	186	351	322	35	986	541	212	259	299	835	443	497	446	65	791	9	432	803	142	144	358	851	929
565	885	152	997	703	211	846	663	163	65	875	795	531	343	212	702	958	879	515	147	786	187	308	271	608	453	144	598	803	695
935	365	431	52	324	341	204	434	751	152	898	354	644	558	688	168	211	485	816	830	365	255	142	500	118	932	107	548	399	23
619	74	204	948	794	445	288	547	916	192	97	536	225	405	343	110	450	966	676	749	387	44	476	761	267	999	637	42	733	268
656	294	640	918	772	601	276	682	238	82	141	56	67	19	475	540	445	785	44	943	433	325	798	765	443	714	294	155	836	91
663	691	539	280	654	755	437	996	525	251	890	551	823	110	11	130	976	823	387	706	619	13	200	923	360	371	905	996	170	613
450	751	11	577	337	271	412	526	165	879	807	33	199	748	918	185	547	793	771	401	616	811	341	351	236	908	361	129	860	515
800	682	64	849	908	551	42	341	898	947	388	682	271	132	144	757	248	119	456	125	810	532	543	730	980	387	559	449	946	156
888	633	316	381	60	483	873	576	421	238	771	693	909	103	102	137	893	565	147	921	484	820	866	2	487	322	413	86	595	312
578	290	495	605	302	807	211	384	661	574	620	583	307	863	357	282	658	839	512	302	126	168	669	286	702	190	142	137	978	119
9	14	87	831	747	982	448	383	675	501	488	996	489	153	321	19	286	698	212	399	55	114	248	815	770	14	432	676	676	29
420	406	164	983	52	66	889	423	97	307	50	383	379	719	997	825	194	552	872	492	422	941	889	706	552	300	543	54	12	318
605	521	863	272	256	419	426	642	976	776	707	37	39	598	781	878	538	302	506	52	326	901	112	530	394	497	345	92	372	771
116	277	112	627	17	500	829	489	556	290	988	598	694	493	47	57	981	298	501	306	140	893	473	187	943	277	889	758	160	100
892	645	287	281	205	604	672	872	963	58	465	731	793	466	675	631	58	113	197	240	783	438	478	983	937	981	583	98	206	548
915	691	611	925	484	728	704	884	213	91	64	539	91	802	872	775	739	708	854	211	906	830	36	461	910	733	886	706	318	993
456	820	538	107	270	977	21	772	121	323	3	989	794	430	225	475	785	654	367	489	220	700	757	229	720	93	663	769	485	386
429	412	84	479	909	919	373	130	228	194	659	119	524	90	567	14	956	609	237	364	23	230	748	607	862	637	649	953	486	334
317	190	254	552	241	493	109	342	946	964	422	61	590	56	238	48	30	232	588	437	667	709	227	281	827	594	716	169	471	756
198	422	364	250	417	665	547	936	87	432	154	783	823	402	891	97	755	123	601	611	218	489	214	139	522	627	158	323	549	734
112	232	917	326	93	239	190	82	131	665	640	611	778	836	682	10	661	208	668	696	270	554	488	635	909	842	177	83	729	707
47	860	515	857	555	882	426	827	988	592	748	405	517	921	487	99	555	222	896	650	494	471	781	905	319	958	705	70	767	676
64	873	340	434	355	670	294	215	150	938	206	629	877	65	226	966	904	521	647	664	145	33	304	568	925	268	184	406	964	986
865	328	989	812	998	917	907	715	474	881	638	402	491	464	339	43	498	303	480	345	394	540	339	863	831	346	151	979	77	467
650	507	668	352	580	747	282	326	256	908	337	340	990	751	458	120	588	995	918	953	515	943	261	727	480	271	278	6	773	336
843	796	25	523	539	613	19	83	331	177	928	344	421	312	542	687	598	57	88	810	544	326	141	347	835	986	482	56	785	369
794	106	86	717	217	940	982	15	280	635	777	325	735	506	978	67	912	641	9	925	426	940	890	750	272	1	868	27	367	310
721	49	811	133	120	549	924	145	816	404	666	162	29	929	557	135	653	835	712	662	938	71	771	793	195	202	47	885	58	340
